ReviewID,ClothingID,Age,Title,ReviewText,Rating,Recommended,PositiveFeedbackCount,DivisionName,DepartmentName,ClassName
292,147,64,Not as expected,"Not worth the price, very disappointed.",5,0,44,General Petite,Bottoms,Jackets
293,111,42,Love it,"Looks amazing, great value for money.",4,1,48,General Petite,Dresses,Pants
294,168,19,Perfect dress,"I didn’t like the quality, it feels cheap.",2,1,34,General Petite,Dresses,Dresses
295,136,27,Not as expected,The material is very comfortable and fits perfectly.,2,0,39,General,Bottoms,Blouses
296,131,47,Great fit,"Love the color and design, very trendy.",4,1,13,Intimates,Tops,Dresses
297,108,67,Not as expected,"The dress was smaller than expected, order one size up.",2,1,34,General Petite,Dresses,Blouses
298,198,62,Love it,"The dress was smaller than expected, order one size up.",5,1,47,General,Tops,Pants
299,118,22,Highly recommend,"Excellent purchase, will buy again.",1,0,44,General Petite,Dresses,Pants
300,147,50,Great fit,"The dress was smaller than expected, order one size up.",5,1,19,General,Dresses,Jackets
301,179,18,Not as expected,"Looks amazing, great value for money.",5,1,48,General,Dresses,Blouses
302,102,35,Perfect dress,"Love the color and design, very trendy.",2,1,12,General,Dresses,Blouses
303,119,49,Perfect dress,"Not worth the price, very disappointed.",1,0,37,Intimates,Outerwear,Jackets
304,123,64,Poor quality,"Looks amazing, great value for money.",2,1,48,General,Tops,Jackets
305,153,66,Not as expected,"Excellent purchase, will buy again.",3,0,45,General,Tops,Blouses
306,132,28,Too small,"Looks amazing, great value for money.",2,1,48,Intimates,Dresses,Jackets
307,123,38,Not as expected,"Not worth the price, very disappointed.",2,0,7,Intimates,Dresses,Pants
308,174,43,Highly recommend,"I didn’t like the quality, it feels cheap.",2,1,42,General,Tops,Dresses
309,171,42,Great fit,"Excellent purchase, will buy again.",1,1,19,Intimates,Outerwear,Pants
310,135,39,Great fit,"I didn’t like the quality, it feels cheap.",2,1,32,General Petite,Bottoms,Jackets
311,137,44,Highly recommend,The material is very comfortable and fits perfectly.,1,0,25,General Petite,Bottoms,Blouses
312,183,66,Not as expected,"I didn’t like the quality, it feels cheap.",4,1,38,Intimates,Tops,Blouses
313,198,30,Highly recommend,The material is very comfortable and fits perfectly.,3,1,20,Intimates,Dresses,Pants
314,188,50,Love it,The material is very comfortable and fits perfectly.,1,1,48,General,Dresses,Blouses
315,198,51,Highly recommend,"I didn’t like the quality, it feels cheap.",4,1,41,Intimates,Outerwear,Jackets
316,124,58,Perfect dress,"Excellent purchase, will buy again.",1,1,42,General,Bottoms,Pants
317,192,52,Highly recommend,"Not worth the price, very disappointed.",1,1,40,General Petite,Outerwear,Blouses
318,117,18,Great fit,"Looks amazing, great value for money.",3,1,8,Intimates,Bottoms,Dresses
319,181,38,Perfect dress,"Looks amazing, great value for money.",5,1,23,General,Tops,Dresses
320,165,65,Great fit,"Not worth the price, very disappointed.",5,1,36,General,Bottoms,Jackets
321,153,23,Poor quality,"Love the color and design, very trendy.",1,1,48,General Petite,Outerwear,Blouses
322,134,45,Too small,"Love the color and design, very trendy.",2,1,40,Intimates,Outerwear,Jackets
323,179,34,Great fit,The material is very comfortable and fits perfectly.,4,0,16,General Petite,Outerwear,Pants
324,160,22,Perfect dress,The material is very comfortable and fits perfectly.,2,1,23,General,Tops,Dresses
325,140,48,Poor quality,"Excellent purchase, will buy again.",2,1,20,General,Bottoms,Pants
326,199,22,Great fit,"The dress was smaller than expected, order one size up.",1,1,38,Intimates,Bottoms,Blouses
327,132,55,Love it,"I didn’t like the quality, it feels cheap.",1,0,40,General,Outerwear,Jackets
328,167,20,Highly recommend,The material is very comfortable and fits perfectly.,1,1,38,Intimates,Bottoms,Jackets
329,132,40,Too small,"Looks amazing, great value for money.",1,1,12,General Petite,Dresses,Jackets
330,113,54,Great fit,"Excellent purchase, will buy again.",5,1,10,Intimates,Dresses,Pants
331,120,54,Poor quality,"I didn’t like the quality, it feels cheap.",1,0,45,Intimates,Dresses,Dresses
332,147,27,Love it,"Excellent purchase, will buy again.",5,1,18,General,Bottoms,Pants
333,119,27,Not as expected,"I didn’t like the quality, it feels cheap.",5,1,10,General,Tops,Pants
334,107,36,Poor quality,"I didn’t like the quality, it feels cheap.",1,1,12,Intimates,Tops,Blouses
335,106,34,Highly recommend,"Not worth the price, very disappointed.",3,1,45,General,Tops,Blouses
336,166,38,Poor quality,The material is very comfortable and fits perfectly.,4,1,44,General,Tops,Blouses
337,116,31,Love it,"Excellent purchase, will buy again.",2,1,0,General,Dresses,Dresses
338,132,26,Poor quality,"Excellent purchase, will buy again.",5,0,39,Intimates,Dresses,Dresses
339,147,63,Love it,"Not worth the price, very disappointed.",4,1,43,General,Outerwear,Blouses
340,175,18,Great fit,"Looks amazing, great value for money.",3,1,18,Intimates,Bottoms,Blouses
341,158,68,Love it,"Looks amazing, great value for money.",2,0,11,General,Bottoms,Dresses
342,185,62,Love it,"Love the color and design, very trendy.",2,0,7,General Petite,Tops,Jackets
343,121,30,Too small,The material is very comfortable and fits perfectly.,5,1,7,General,Dresses,Dresses
344,129,21,Love it,The material is very comfortable and fits perfectly.,1,1,44,General,Tops,Dresses
345,137,18,Love it,"The dress was smaller than expected, order one size up.",3,1,11,Intimates,Outerwear,Dresses
346,150,66,Not as expected,"Not worth the price, very disappointed.",5,1,47,Intimates,Bottoms,Blouses
347,153,57,Great fit,"Looks amazing, great value for money.",3,1,32,General,Bottoms,Jackets
348,107,49,Highly recommend,"I didn’t like the quality, it feels cheap.",1,1,44,General Petite,Tops,Dresses
349,126,51,Too small,"Excellent purchase, will buy again.",1,0,25,General,Outerwear,Blouses
350,126,45,Not as expected,The material is very comfortable and fits perfectly.,5,1,38,General,Bottoms,Pants
351,197,48,Perfect dress,"Excellent purchase, will buy again.",1,1,27,General Petite,Outerwear,Pants
352,120,25,Great fit,"Excellent purchase, will buy again.",4,0,4,Intimates,Outerwear,Dresses
353,129,56,Great fit,"The dress was smaller than expected, order one size up.",2,0,7,General,Tops,Pants
354,196,43,Perfect dress,"Looks amazing, great value for money.",5,1,24,Intimates,Dresses,Jackets
355,127,51,Highly recommend,The material is very comfortable and fits perfectly.,3,1,26,Intimates,Tops,Pants
356,163,20,Love it,"Excellent purchase, will buy again.",4,1,45,General Petite,Dresses,Pants
357,196,67,Not as expected,The material is very comfortable and fits perfectly.,5,1,22,General Petite,Outerwear,Jackets
358,168,29,Poor quality,"I didn’t like the quality, it feels cheap.",1,1,29,Intimates,Dresses,Dresses
359,160,18,Too small,"The dress was smaller than expected, order one size up.",1,1,44,General,Outerwear,Dresses
360,147,61,Poor quality,"I didn’t like the quality, it feels cheap.",1,1,46,Intimates,Bottoms,Jackets
361,118,22,Perfect dress,The material is very comfortable and fits perfectly.,1,1,22,General,Bottoms,Jackets
362,103,47,Great fit,"Love the color and design, very trendy.",3,0,48,General,Bottoms,Jackets
363,134,47,Highly recommend,The material is very comfortable and fits perfectly.,4,1,46,General Petite,Tops,Pants
364,163,34,Great fit,"Looks amazing, great value for money.",2,1,19,General,Tops,Jackets
365,148,65,Too small,"Excellent purchase, will buy again.",3,1,17,General,Outerwear,Blouses
366,116,64,Great fit,"Excellent purchase, will buy again.",3,1,17,Intimates,Bottoms,Pants
367,143,40,Great fit,"I didn’t like the quality, it feels cheap.",2,1,1,General Petite,Tops,Dresses
368,191,32,Too small,"The dress was smaller than expected, order one size up.",2,0,3,General,Bottoms,Dresses
369,129,54,Not as expected,"Love the color and design, very trendy.",1,1,29,General,Tops,Dresses
370,192,38,Not as expected,"Not worth the price, very disappointed.",3,1,32,General Petite,Dresses,Pants
371,145,31,Too small,"Excellent purchase, will buy again.",5,0,35,Intimates,Dresses,Blouses
372,105,19,Highly recommend,"Looks amazing, great value for money.",2,0,17,General Petite,Bottoms,Jackets
373,198,28,Perfect dress,"I didn’t like the quality, it feels cheap.",2,1,36,General Petite,Outerwear,Jackets
374,136,68,Great fit,"I didn’t like the quality, it feels cheap.",4,0,18,General,Tops,Dresses
375,123,56,Highly recommend,"Not worth the price, very disappointed.",5,1,46,General,Tops,Dresses
376,192,55,Great fit,"Looks amazing, great value for money.",5,0,27,Intimates,Dresses,Pants
377,145,51,Perfect dress,"The dress was smaller than expected, order one size up.",2,1,39,General,Dresses,Blouses
378,152,55,Not as expected,"Looks amazing, great value for money.",1,0,19,General,Outerwear,Jackets
379,194,67,Highly recommend,"The dress was smaller than expected, order one size up.",4,1,48,General Petite,Outerwear,Pants
380,198,51,Love it,"Looks amazing, great value for money.",5,1,32,General,Outerwear,Jackets
381,159,35,Love it,"Looks amazing, great value for money.",2,1,11,Intimates,Bottoms,Dresses
382,196,47,Love it,The material is very comfortable and fits perfectly.,5,0,14,General Petite,Dresses,Jackets
383,162,32,Not as expected,"I didn’t like the quality, it feels cheap.",4,1,40,Intimates,Bottoms,Blouses
384,184,44,Not as expected,"Looks amazing, great value for money.",4,1,38,General Petite,Dresses,Blouses
385,131,68,Perfect dress,"Not worth the price, very disappointed.",3,1,1,General,Dresses,Dresses
386,186,51,Great fit,"Looks amazing, great value for money.",2,0,28,General Petite,Tops,Blouses
387,132,69,Perfect dress,"Excellent purchase, will buy again.",4,0,40,General Petite,Dresses,Blouses
388,166,55,Perfect dress,"I didn’t like the quality, it feels cheap.",3,1,9,General,Dresses,Pants
389,117,50,Not as expected,"Excellent purchase, will buy again.",3,1,1,General,Bottoms,Jackets
390,124,41,Love it,"I didn’t like the quality, it feels cheap.",5,1,10,Intimates,Dresses,Dresses
391,194,32,Poor quality,"Excellent purchase, will buy again.",5,1,12,Intimates,Bottoms,Dresses
392,153,47,Great fit,"Looks amazing, great value for money.",3,1,9,General,Outerwear,Dresses
393,157,59,Not as expected,"Looks amazing, great value for money.",5,0,13,General,Dresses,Dresses
394,166,68,Love it,The material is very comfortable and fits perfectly.,4,1,17,General,Dresses,Dresses
395,145,34,Highly recommend,"Not worth the price, very disappointed.",1,0,8,General Petite,Bottoms,Blouses
396,123,22,Poor quality,"Excellent purchase, will buy again.",4,1,38,General Petite,Outerwear,Pants
397,131,46,Poor quality,"The dress was smaller than expected, order one size up.",3,1,27,General Petite,Tops,Dresses
398,146,21,Not as expected,The material is very comfortable and fits perfectly.,3,1,2,General,Outerwear,Pants
399,185,27,Too small,"Excellent purchase, will buy again.",4,0,19,Intimates,Bottoms,Pants
400,122,34,Great fit,"Excellent purchase, will buy again.",5,0,5,General,Outerwear,Blouses
401,165,27,Poor quality,The material is very comfortable and fits perfectly.,5,0,26,General Petite,Bottoms,Dresses
402,126,34,Not as expected,"Looks amazing, great value for money.",3,0,1,General Petite,Bottoms,Blouses
403,101,37,Not as expected,"Excellent purchase, will buy again.",2,0,28,General,Tops,Dresses
404,189,41,Love it,"Looks amazing, great value for money.",5,1,37,General,Dresses,Blouses
405,116,22,Highly recommend,The material is very comfortable and fits perfectly.,4,0,2,General Petite,Bottoms,Pants
406,132,51,Too small,"Looks amazing, great value for money.",5,0,15,General Petite,Bottoms,Dresses
407,108,23,Great fit,"I didn’t like the quality, it feels cheap.",4,1,29,General Petite,Tops,Jackets
408,142,19,Perfect dress,"The dress was smaller than expected, order one size up.",3,1,39,General,Bottoms,Pants
409,147,30,Highly recommend,"Love the color and design, very trendy.",5,1,1,General Petite,Dresses,Jackets
410,138,60,Highly recommend,"Excellent purchase, will buy again.",4,0,16,General Petite,Tops,Pants
411,192,60,Love it,"Not worth the price, very disappointed.",3,1,40,Intimates,Dresses,Blouses
412,141,65,Poor quality,"The dress was smaller than expected, order one size up.",2,0,11,General,Dresses,Dresses
413,125,28,Poor quality,"Love the color and design, very trendy.",4,0,34,Intimates,Tops,Pants
414,198,68,Love it,"Looks amazing, great value for money.",2,1,42,Intimates,Bottoms,Blouses
415,149,64,Not as expected,"Excellent purchase, will buy again.",2,0,0,General Petite,Dresses,Dresses
416,124,40,Poor quality,"Looks amazing, great value for money.",1,1,44,General,Dresses,Dresses
417,123,33,Too small,"I didn’t like the quality, it feels cheap.",5,1,14,General Petite,Dresses,Pants
418,112,48,Great fit,The material is very comfortable and fits perfectly.,4,1,25,General,Dresses,Dresses
419,159,28,Highly recommend,"Excellent purchase, will buy again.",2,1,36,Intimates,Tops,Pants
420,106,33,Highly recommend,"Love the color and design, very trendy.",1,0,20,General,Tops,Dresses
421,156,25,Too small,"Love the color and design, very trendy.",3,1,48,General Petite,Outerwear,Jackets
422,135,21,Poor quality,"I didn’t like the quality, it feels cheap.",4,1,30,General Petite,Outerwear,Blouses
423,144,57,Highly recommend,"I didn’t like the quality, it feels cheap.",2,1,24,General Petite,Dresses,Jackets
424,119,21,Perfect dress,"Excellent purchase, will buy again.",5,1,22,General,Bottoms,Pants
425,164,42,Great fit,"Looks amazing, great value for money.",1,0,23,Intimates,Dresses,Jackets
426,107,20,Great fit,"Not worth the price, very disappointed.",2,1,37,Intimates,Bottoms,Pants
427,115,49,Highly recommend,"Love the color and design, very trendy.",5,0,27,General,Dresses,Dresses
428,113,20,Love it,"Love the color and design, very trendy.",2,1,20,General Petite,Outerwear,Dresses
429,175,44,Highly recommend,"I didn’t like the quality, it feels cheap.",4,1,42,Intimates,Outerwear,Pants
430,186,46,Love it,"The dress was smaller than expected, order one size up.",4,0,17,General Petite,Bottoms,Jackets
431,114,49,Highly recommend,"I didn’t like the quality, it feels cheap.",4,1,35,General,Dresses,Dresses
432,191,67,Perfect dress,"Not worth the price, very disappointed.",1,0,34,General Petite,Bottoms,Blouses
433,197,68,Not as expected,"Looks amazing, great value for money.",4,1,44,Intimates,Outerwear,Dresses
434,165,36,Great fit,"Looks amazing, great value for money.",5,1,8,Intimates,Dresses,Blouses
435,131,38,Highly recommend,"The dress was smaller than expected, order one size up.",2,1,37,General Petite,Dresses,Jackets
436,186,22,Perfect dress,"Love the color and design, very trendy.",3,1,29,General,Bottoms,Blouses
437,162,35,Love it,"I didn’t like the quality, it feels cheap.",5,1,43,General Petite,Tops,Blouses
438,185,45,Love it,"Looks amazing, great value for money.",5,0,33,General,Bottoms,Blouses
439,150,59,Great fit,"Not worth the price, very disappointed.",4,0,31,General Petite,Outerwear,Blouses
440,124,39,Too small,"Excellent purchase, will buy again.",1,0,2,Intimates,Outerwear,Dresses
441,157,38,Highly recommend,The material is very comfortable and fits perfectly.,2,0,2,General,Outerwear,Blouses
442,162,23,Poor quality,The material is very comfortable and fits perfectly.,1,1,27,General,Outerwear,Dresses
443,161,18,Love it,The material is very comfortable and fits perfectly.,2,1,43,General,Outerwear,Blouses
444,121,22,Not as expected,"Love the color and design, very trendy.",2,1,14,Intimates,Tops,Pants
445,157,58,Not as expected,"I didn’t like the quality, it feels cheap.",1,0,40,General Petite,Dresses,Jackets
446,157,29,Love it,"The dress was smaller than expected, order one size up.",5,1,22,Intimates,Bottoms,Blouses
447,185,43,Too small,"Looks amazing, great value for money.",2,1,39,General,Bottoms,Pants
448,148,63,Too small,"Excellent purchase, will buy again.",1,0,10,General Petite,Outerwear,Blouses
449,151,51,Perfect dress,"Not worth the price, very disappointed.",2,1,47,Intimates,Bottoms,Blouses
450,141,66,Not as expected,"Excellent purchase, will buy again.",3,1,31,General,Outerwear,Blouses
451,169,31,Perfect dress,"Not worth the price, very disappointed.",5,0,35,General,Tops,Pants
452,114,43,Not as expected,"Love the color and design, very trendy.",4,1,32,Intimates,Tops,Jackets
453,153,62,Highly recommend,"I didn’t like the quality, it feels cheap.",2,1,23,Intimates,Dresses,Pants
454,159,44,Highly recommend,The material is very comfortable and fits perfectly.,3,0,38,Intimates,Tops,Jackets
455,196,26,Poor quality,"I didn’t like the quality, it feels cheap.",4,1,33,General,Tops,Blouses
456,107,43,Highly recommend,"Love the color and design, very trendy.",4,1,27,Intimates,Dresses,Dresses
457,152,64,Poor quality,"The dress was smaller than expected, order one size up.",2,1,36,General,Bottoms,Blouses
458,159,39,Highly recommend,"The dress was smaller than expected, order one size up.",1,1,6,Intimates,Outerwear,Jackets
459,104,64,Great fit,"Love the color and design, very trendy.",2,1,3,General,Outerwear,Pants
460,167,47,Highly recommend,"Not worth the price, very disappointed.",3,1,36,General,Bottoms,Blouses
461,105,60,Perfect dress,"Looks amazing, great value for money.",4,1,0,General Petite,Dresses,Pants
462,195,65,Love it,"Looks amazing, great value for money.",2,0,0,Intimates,Bottoms,Pants
463,193,34,Perfect dress,"Not worth the price, very disappointed.",1,1,46,Intimates,Tops,Pants
464,146,43,Love it,"The dress was smaller than expected, order one size up.",2,1,19,General,Dresses,Blouses
465,198,53,Too small,"The dress was smaller than expected, order one size up.",5,1,18,General,Dresses,Pants
466,154,18,Perfect dress,"The dress was smaller than expected, order one size up.",1,0,28,General,Dresses,Pants
467,139,25,Too small,"I didn’t like the quality, it feels cheap.",3,1,9,General Petite,Outerwear,Blouses
468,151,66,Poor quality,"The dress was smaller than expected, order one size up.",4,0,17,General Petite,Bottoms,Pants
469,115,52,Poor quality,"Excellent purchase, will buy again.",2,0,27,General,Dresses,Blouses
470,112,69,Great fit,The material is very comfortable and fits perfectly.,1,0,34,Intimates,Dresses,Jackets
471,129,32,Highly recommend,"The dress was smaller than expected, order one size up.",5,1,42,Intimates,Dresses,Jackets
472,118,64,Perfect dress,"Not worth the price, very disappointed.",1,1,46,General Petite,Bottoms,Jackets
473,116,39,Too small,The material is very comfortable and fits perfectly.,5,1,30,General Petite,Outerwear,Pants
474,162,31,Love it,"I didn’t like the quality, it feels cheap.",3,0,26,General,Tops,Dresses
475,118,43,Poor quality,"Not worth the price, very disappointed.",4,1,10,Intimates,Outerwear,Dresses
476,191,45,Highly recommend,The material is very comfortable and fits perfectly.,3,1,48,General,Dresses,Pants
477,157,40,Poor quality,"Not worth the price, very disappointed.",2,1,48,General Petite,Outerwear,Dresses
478,154,31,Love it,"I didn’t like the quality, it feels cheap.",1,0,37,Intimates,Outerwear,Blouses
479,189,41,Highly recommend,"Excellent purchase, will buy again.",5,1,4,Intimates,Tops,Dresses
480,189,19,Highly recommend,"I didn’t like the quality, it feels cheap.",5,1,7,General Petite,Bottoms,Pants
481,161,62,Too small,"I didn’t like the quality, it feels cheap.",1,1,33,General,Bottoms,Pants
482,122,43,Too small,"Not worth the price, very disappointed.",1,0,47,General,Outerwear,Blouses
483,108,31,Perfect dress,"Love the color and design, very trendy.",2,0,11,Intimates,Outerwear,Jackets
484,111,68,Perfect dress,"Looks amazing, great value for money.",3,1,37,General Petite,Bottoms,Pants
485,100,24,Not as expected,"The dress was smaller than expected, order one size up.",5,1,0,Intimates,Bottoms,Blouses
486,157,20,Not as expected,"The dress was smaller than expected, order one size up.",2,1,30,General Petite,Tops,Dresses
487,100,64,Great fit,"Excellent purchase, will buy again.",3,1,3,General,Dresses,Dresses
488,133,40,Poor quality,"Excellent purchase, will buy again.",2,0,48,General Petite,Outerwear,Blouses
489,195,63,Perfect dress,"The dress was smaller than expected, order one size up.",5,1,44,General,Bottoms,Blouses
490,147,60,Too small,"Looks amazing, great value for money.",1,1,49,General Petite,Outerwear,Pants
491,188,64,Love it,"The dress was smaller than expected, order one size up.",1,1,4,Intimates,Outerwear,Dresses
492,100,62,Too small,"Love the color and design, very trendy.",3,1,29,General,Bottoms,Blouses
493,115,35,Poor quality,"Looks amazing, great value for money.",4,1,23,Intimates,Tops,Dresses
494,160,55,Not as expected,"Excellent purchase, will buy again.",3,0,2,Intimates,Outerwear,Blouses
495,163,52,Too small,The material is very comfortable and fits perfectly.,4,1,10,General,Tops,Dresses
496,162,68,Great fit,"Not worth the price, very disappointed.",2,0,44,General,Bottoms,Jackets
497,168,32,Poor quality,"Love the color and design, very trendy.",2,1,3,Intimates,Dresses,Pants
498,121,42,Not as expected,"Love the color and design, very trendy.",5,1,25,Intimates,Dresses,Dresses
499,192,54,Love it,"Excellent purchase, will buy again.",4,1,26,Intimates,Outerwear,Jackets
500,166,45,Not as expected,"Excellent purchase, will buy again.",5,1,45,Intimates,Bottoms,Dresses
